Target gene;Representative transcript;Gene name;3P-seq tags + 5;Total sites;8mer sites;7mer-m8 sites;7mer-A1 sites;6mer sites;Representative miRNA;Predicted occupancy (low miRNA);Predicted occupancy (high miRNA);Predicted occupancy (transfected miRNA);Cumulative weighted context++ score;Total context++ score;"Aggregate PCT
"
SLC7A6OS;ENST00000263997.6;solute carrier family 7, member 6 opposite strand ;751;1;0;1;0;0;hsa-miR-584-5p;0,0003;0,0023;0,0158;-0,02;-0,08;"N/A
"
FBXO22;ENST00000308275.3;F-box protein 22 ;1310;1;0;0;1;0;hsa-miR-584-5p;0,0007;0,005;0,0343;-0,02;-0,06;"N/A
"
PAQR8;ENST00000442253.2;progestin and adipoQ receptor family member VIII ;484;1;0;1;0;0;hsa-miR-584-5p;0,0015;0,0108;0,0776;-0,02;-0,02;"N/A
"
APPBP2;ENST00000083182.3;amyloid beta precursor protein (cytoplasmic tail) binding protein 2 ;907;1;0;1;0;0;hsa-miR-584-5p;0,0015;0,0107;0,0758;-0,02;-0,11;"N/A
"
TADA2B;ENST00000310074.7;transcriptional adaptor 2B ;38;2;0;0;2;0;hsa-miR-584-5p;0,001;0,0075;0,0504;-0,02;-0,06;"N/A
"
CREG2;ENST00000324768.5;cellular repressor of E1A-stimulated genes 2 ;38;1;0;0;1;0;hsa-miR-584-5p;0,0023;0,0165;0,1158;-0,02;-0,02;"N/A
"
TWISTNB;ENST00000222567.5;TWIST neighbor ;133;1;1;0;0;0;hsa-miR-584-5p;0,0013;0,0089;0,0543;-0,02;-0,34;"N/A
"
TRIM66;ENST00000299550.6;tripartite motif containing 66 ;33;1;0;1;0;0;hsa-miR-584-5p;0,0026;0,0191;0,135;-0,02;-0,02;"N/A
"
YIPF6;ENST00000462683.1;Yip1 domain family, member 6 ;888;1;0;0;1;0;hsa-miR-584-5p;0,0006;0,0045;0,0309;-0,02;-0,14;"N/A
"
MAML2;ENST00000524717.1;mastermind-like 2 (Drosophila) ;104;2;0;1;1;0;hsa-miR-584-5p;0,0009;0,0065;0,047;-0,02;-0,03;"N/A
"
FNBP1L;ENST00000370253.2;formin binding protein 1-like ;219;1;0;1;0;1;hsa-miR-584-5p;0,0015;0,0111;0,0779;-0,02;-0,04;"N/A
"
HDAC4;ENST00000345617.3;histone deacetylase 4 ;48;1;0;1;0;0;hsa-miR-584-5p;0,0005;0,0038;0,0279;-0,02;-0,02;"N/A
"
MRE11A;ENST00000323929.3;MRE11 meiotic recombination 11 homolog A (S. cerevisiae) ;199;1;0;0;1;0;hsa-miR-584-5p;0,0024;0,017;0,1055;-0,02;-0,06;"N/A
"
GPR180;ENST00000376958.4;G protein-coupled receptor 180 ;161;1;0;1;0;0;hsa-miR-584-5p;0,0016;0,0119;0,083;-0,02;-0,05;"N/A
"
EIF4EBP3;ENST00000310331.2;eukaryotic translation initiation factor 4E binding protein 3 ;54;1;1;0;0;0;hsa-miR-584-5p;0,0002;0,0015;0,009;-0,02;-0,4;"N/A
"
DHRS7;ENST00000216500.5;dehydrogenase/reductase (SDR family) member 7 ;325;1;0;1;0;0;hsa-miR-584-5p;0,0002;0,0012;0,0082;-0,02;-0,19;"N/A
"
PCNX;ENST00000304743.2;pecanex homolog (Drosophila) ;458;1;1;0;0;0;hsa-miR-584-5p;0,0023;0,0169;0,1114;-0,02;-0,03;"N/A
"
TNRC6B;ENST00000335727.9;trinucleotide repeat containing 6B ;69;1;0;1;0;1;hsa-miR-584-5p;0,0033;0,0245;0,1733;-0,02;-0,02;"N/A
"
KLHL6;ENST00000341319.3;kelch-like family member 6 ;5;1;0;0;1;0;hsa-miR-584-5p;0,0019;0,0143;0,1022;-0,02;-0,02;"N/A
"
KIAA1033;ENST00000332180.5;KIAA1033 ;238;1;0;0;1;0;hsa-miR-584-5p;0,0007;0,0052;0,0367;-0,02;-0,02;"N/A
"
HS6ST3;ENST00000376705.2;heparan sulfate 6-O-sulfotransferase 3 ;598;1;0;0;1;1;hsa-miR-584-5p;0,0028;0,0203;0,1426;-0,02;-0,02;"N/A
"
EIF1;ENST00000469257.1;eukaryotic translation initiation factor 1 ;415;1;0;1;0;0;hsa-miR-584-5p;0,0003;0,0024;0,0172;-0,02;-0,16;"N/A
"
CALCRL;ENST00000392370.3;calcitonin receptor-like ;18;1;0;1;0;1;hsa-miR-584-5p;0,0017;0,0122;0,086;-0,02;-0,08;"N/A
"
RRAGD;ENST00000369415.4;Ras-related GTP binding D ;644;2;0;0;2;2;hsa-miR-584-5p;0,0016;0,0117;0,0796;-0,02;-0,19;"N/A
"
ERBB4;ENST00000342788.4;v-erb-b2 avian erythroblastic leukemia viral oncogene homolog 4 ;27;1;0;1;0;0;hsa-miR-584-5p;0,0024;0,0175;0,1247;-0,02;-0,02;"N/A
"
KDM5A;ENST00000399788.2;lysine (K)-specific demethylase 5A ;118;2;1;0;1;1;hsa-miR-584-5p;0,0033;0,0238;0,1644;-0,02;-0,06;"N/A
"
SCAI;ENST00000336505.6;suppressor of cancer cell invasion ;74;2;1;1;0;1;hsa-miR-584-5p;0,0024;0,0177;0,1231;-0,02;-0,08;"N/A
"
AMER2;ENST00000357816.2;APC membrane recruitment protein 2 ;7;1;0;1;0;0;hsa-miR-584-5p;0,0039;0,0287;0,2;-0,02;-0,02;"N/A
"
RBM7;ENST00000541475.1;RNA binding motif protein 7 ;46;1;0;0;1;0;hsa-miR-584-5p;0,0011;0,0084;0,059;-0,02;-0,06;"N/A
"
KCTD20;ENST00000373731.2;potassium channel tetramerization domain containing 20 ;88;1;0;1;0;0;hsa-miR-584-5p;0,0037;0,0272;0,1799;-0,02;-0,02;"N/A
"
PCDH18;ENST00000412923.2;protocadherin 18 ;112;1;0;1;0;0;hsa-miR-584-5p;0,0006;0,0047;0,0321;-0,02;-0,16;"N/A
"
TMEM200C;ENST00000581347.2;transmembrane protein 200C ;54;2;2;0;0;0;hsa-miR-584-5p;0,0013;0,009;0,0521;-0,02;-0,17;"N/A
"
PRPF40A;ENST00000410080.1;PRP40 pre-mRNA processing factor 40 homolog A (S. cerevisiae) ;459;2;0;2;0;0;hsa-miR-584-5p;0,0011;0,008;0,0515;-0,02;-0,13;"N/A
"
IL20RA;ENST00000316649.5;interleukin 20 receptor, alpha ;40;1;0;1;0;0;hsa-miR-584-5p;0,0015;0,0108;0,0756;-0,01;-0,12;"N/A
"
MTO1;ENST00000498286.1;mitochondrial tRNA translation optimization 1 ;263;2;1;0;1;0;hsa-miR-584-5p;0,0007;0,0048;0,033;-0,01;-0,16;"N/A
"
ZC3H13;ENST00000242848.4;zinc finger CCCH-type containing 13 ;229;1;0;0;1;0;hsa-miR-584-5p;0,0017;0,0126;0,0881;-0,01;-0,04;"N/A
"
DENND5B;ENST00000389082.5;DENN/MADD domain containing 5B ;832;1;0;0;1;1;hsa-miR-584-5p;0,002;0,015;0,109;-0,01;-0,02;"N/A
"
PPP4R4;ENST00000328839.3;protein phosphatase 4, regulatory subunit 4 ;20;1;0;1;0;0;hsa-miR-584-5p;0,0006;0,0046;0,0311;-0,01;-0,14;"N/A
"
UBE2D4;ENST00000222402.3;ubiquitin-conjugating enzyme E2D 4 (putative) ;20;2;0;1;1;0;hsa-miR-584-5p;0,002;0,015;0,1068;-0,01;-0,04;"N/A
"
SPATA17;ENST00000366933.4;spermatogenesis associated 17 ;12;2;0;0;2;0;hsa-miR-584-5p;0,0027;0,02;0,139;-0,01;-0,04;"N/A
"
ZNF681;ENST00000402377.3;zinc finger protein 681 ;21;1;0;0;1;0;hsa-miR-584-5p;0,0038;0,0281;0,196;-0,01;-0,04;"N/A
"
ATP8A2;ENST00000381655.2;ATPase, aminophospholipid transporter, class I, type 8A, member 2 ;22;1;1;0;0;2;hsa-miR-584-5p;0,0021;0,0154;0,1095;-0,01;-0,03;"N/A
"
LYRM9;ENST00000460380.2;LYR motif containing 9 ;191;1;0;1;0;1;hsa-miR-584-5p;0,0005;0,0038;0,0272;-0,01;-0,2;"N/A
"
ZNF324B;ENST00000336614.4;zinc finger protein 324B ;19;1;0;1;0;1;hsa-miR-584-5p;0,0008;0,0061;0,041;-0,01;-0,06;"N/A
"
SPATA6;ENST00000371847.3;spermatogenesis associated 6 ;23;1;0;1;0;1;hsa-miR-584-5p;0,0008;0,0062;0,0442;-0,01;-0,06;"N/A
"
CEP57L1;ENST00000368968.2;centrosomal protein 57kDa-like 1 ;90;1;0;0;1;0;hsa-miR-584-5p;0,0009;0,0065;0,0443;-0,01;-0,05;"N/A
"
MYO1F;ENST00000338257.8;myosin IF ;33;1;0;0;1;0;hsa-miR-584-5p;0,0003;0,0019;0,0133;-0,01;-0,1;"N/A
"
SYT7;ENST00000263846.4;synaptotagmin VII ;192;1;0;1;0;0;hsa-miR-584-5p;0,0004;0,0031;0,0213;-0,01;-0,1;"N/A
"
COMMD2;ENST00000473414.1;COMM domain containing 2 ;833;1;0;0;1;1;hsa-miR-584-5p;0,0006;0,0043;0,0302;-0,01;-0,12;"N/A
"
GNL3L;ENST00000336470.4;guanine nucleotide binding protein-like 3 (nucleolar)-like ;151;1;0;1;0;1;hsa-miR-584-5p;0,0023;0,0165;0,1161;-0,01;-0,02;"N/A
"
HNMT;ENST00000280097.3;histamine N-methyltransferase ;530;1;1;0;0;0;hsa-miR-584-5p;0,0004;0,003;0,0189;-0,01;-0,24;"N/A
"
ZNF622;ENST00000308683.2;zinc finger protein 622 ;145;1;0;1;0;0;hsa-miR-584-5p;0,0015;0,011;0,076;-0,01;-0,21;"N/A
"
MESDC2;ENST00000261758.4;mesoderm development candidate 2 ;1433;1;0;1;0;1;hsa-miR-584-5p;0,0006;0,0042;0,0283;-0,01;-0,14;"N/A
"
SLC4A8;ENST00000453097.2;solute carrier family 4, sodium bicarbonate cotransporter, member 8 ;17;1;0;1;0;0;hsa-miR-584-5p;0,0023;0,0168;0,1184;-0,01;-0,02;"N/A
"
A1CF;ENST00000374001.2;APOBEC1 complementation factor ;80;1;0;0;1;1;hsa-miR-584-5p;0,001;0,007;0,0493;-0,01;-0,07;"N/A
"
FOXL1;ENST00000320241.3;forkhead box L1 ;367;1;1;0;0;0;hsa-miR-584-5p;0,0007;0,0051;0,0345;-0,01;-0,15;"N/A
"
FBXO11;ENST00000402508.1;F-box protein 11 ;359;1;0;0;1;0;hsa-miR-584-5p;0,0003;0,0019;0,0134;-0,01;-0,12;"N/A
"
SUGT1;ENST00000310528.8;SGT1, suppressor of G2 allele of SKP1 (S. cerevisiae) ;430;2;0;2;0;0;hsa-miR-584-5p;0,0009;0,0068;0,0459;-0,01;-0,09;"N/A
"
TTC33;ENST00000337702.4;tetratricopeptide repeat domain 33 ;676;1;0;1;0;0;hsa-miR-584-5p;0,0004;0,0026;0,0178;-0,01;-0,07;"N/A
"
DDHD1;ENST00000323669.5;DDHD domain containing 1 ;103;2;0;1;1;2;hsa-miR-584-5p;0,0028;0,0206;0,1449;-0,01;-0,11;"N/A
"
TRMT5;ENST00000261249.6;tRNA methyltransferase 5 ;192;1;0;0;1;0;hsa-miR-584-5p;0,0004;0,0027;0,0189;-0,01;-0,11;"N/A
"
CCDC30;ENST00000342022.4;coiled-coil domain containing 30 ;6;1;0;0;1;0;hsa-miR-584-5p;0,0006;0,0046;0,0289;-0,01;-0,1;"N/A
"
RHCG;ENST00000544600.1;Rh family, C glycoprotein ;7;1;0;0;1;1;hsa-miR-584-5p;0,0009;0,0064;0,0448;-0,01;-0,06;"N/A
"
LRRC47;ENST00000378251.1;leucine rich repeat containing 47 ;168;1;0;1;0;0;hsa-miR-584-5p;0,0004;0,0027;0,0176;-0,01;-0,1;"N/A
"
TFAM;ENST00000487519.1;transcription factor A, mitochondrial ;1323;2;0;1;1;0;hsa-miR-584-5p;0,0003;0,0022;0,0147;-0,01;-0,23;"N/A
"
RPL9;ENST00000295955.9;ribosomal protein L9 ;815;1;0;0;1;0;hsa-miR-584-5p;0,0004;0,0027;0,0193;-0,01;-0,06;"N/A
"
WBP11;ENST00000261167.2;WW domain binding protein 11 ;130;1;0;1;0;0;hsa-miR-584-5p;0,0006;0,0043;0,0309;-0,01;-0,08;"N/A
"
DGKH;ENST00000261491.5;diacylglycerol kinase, eta ;46;1;0;1;0;2;hsa-miR-584-5p;0,0035;0,0257;0,1823;-0,01;-0,02;"N/A
"
NLGN1;ENST00000457714.1;neuroligin 1 ;36;1;0;0;1;1;hsa-miR-584-5p;0,0029;0,021;0,147;-0,01;-0,01;"N/A
"
DNAL1;ENST00000553645.2;dynein, axonemal, light chain 1 ;81;2;1;1;0;3;hsa-miR-584-5p;0,0006;0,0041;0,0276;-0,01;-0,2;"N/A
"
LAMC2;ENST00000264144.4;laminin, gamma 2 ;21;1;0;1;0;1;hsa-miR-584-5p;0,002;0,0146;0,1041;-0,01;-0,11;"N/A
"
DYRK2;ENST00000344096.3;dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 2 ;1091;1;1;0;0;0;hsa-miR-584-5p;0,0005;0,0036;0,0243;-0,01;-0,1;"N/A
"
NOL4;ENST00000261592.5;nucleolar protein 4 ;12;1;0;0;1;0;hsa-miR-584-5p;0,0013;0,0098;0,0701;-0,01;-0,01;"N/A
"
MLANA;ENST00000381477.3;melan-A ;5;1;0;0;1;0;hsa-miR-584-5p;0,0007;0,0053;0,038;-0,01;-0,01;"N/A
"
NUMA1;ENST00000351960.6;nuclear mitotic apparatus protein 1 ;7;1;0;0;1;0;hsa-miR-584-5p;0,0003;0,002;0,0145;-0,01;-0,01;"N/A
"
ITPRIP;ENST00000337478.1;inositol 1,4,5-trisphosphate receptor interacting protein ;1138;1;0;0;1;0;hsa-miR-584-5p;0,0009;0,0068;0,047;-0,01;-0,12;"N/A
"
LATS1;ENST00000392273.3;large tumor suppressor kinase 1 ;176;1;0;0;1;0;hsa-miR-584-5p;0,0003;0,0021;0,0148;-0,01;-0,15;"N/A
"
LRIG3;ENST00000379141.4;leucine-rich repeats and immunoglobulin-like domains 3 ;366;3;0;2;1;0;hsa-miR-584-5p;0,0007;0,0053;0,036;-0,01;-0,22;"N/A
"
TMEM50B;ENST00000542230.2;transmembrane protein 50B ;528;1;1;0;0;0;hsa-miR-584-5p;0,0003;0,0019;0,0137;-0,01;-0,49;"N/A
"
ZNF529;ENST00000334116.7;zinc finger protein 529 ;120;2;1;0;1;0;hsa-miR-584-5p;0,0008;0,0057;0,0397;-0,01;-0,16;"N/A
"
ITPR2;ENST00000381340.3;inositol 1,4,5-trisphosphate receptor, type 2 ;334;2;0;0;2;1;hsa-miR-584-5p;0,0035;0,0253;0,1748;-0,01;-0,02;"N/A
"
NIPSNAP3B;ENST00000374762.3;nipsnap homolog 3B (C. elegans) ;26;1;0;0;1;0;hsa-miR-584-5p;0,0009;0,0066;0,0428;-0,01;-0,04;"N/A
"
PPM1L;ENST00000498165.1;protein phosphatase, Mg2+/Mn2+ dependent, 1L ;59;1;0;1;0;1;hsa-miR-584-5p;0,0019;0,0136;0,0931;-0,01;-0,09;"N/A
"
DMXL1;ENST00000311085.8;Dmx-like 1 ;136;1;0;1;0;0;hsa-miR-584-5p;0,0027;0,0195;0,1361;-0,01;-0,03;"N/A
"
TRIM38;ENST00000357085.3;tripartite motif containing 38 ;62;1;0;0;1;2;hsa-miR-584-5p;0,0013;0,0095;0,0664;-0,01;-0,09;"N/A
"
CAPN7;ENST00000253693.2;calpain 7 ;76;1;0;0;1;0;hsa-miR-584-5p;0,001;0,0076;0,0545;-0,01;-0,01;"N/A
"
ATXN10;ENST00000252934.5;ataxin 10 ;4734;1;0;1;0;0;hsa-miR-584-5p;0,0002;0,0014;0,0089;-0,01;-0,2;"N/A
"
MTMR7;ENST00000180173.5;myotubularin related protein 7 ;33;1;0;1;0;0;hsa-miR-584-5p;0,0009;0,0068;0,0478;-0,01;-0,11;"N/A
"
PTPN3;ENST00000412145.1;protein tyrosine phosphatase, non-receptor type 3 ;374;1;0;0;1;0;hsa-miR-584-5p;0,0009;0,0065;0,0451;-0,01;-0,03;"N/A
"
GC;ENST00000273951.8;group-specific component (vitamin D binding protein) ;243;1;1;0;0;0;hsa-miR-584-5p;0,0046;0,0328;0,2032;-0,01;-0,74;"N/A
"
MTPAP;ENST00000263063.4;mitochondrial poly(A) polymerase ;137;1;0;0;1;0;hsa-miR-584-5p;0,0006;0,0043;0,0309;-0,01;-0,09;"N/A
"
CBLN1;ENST00000219197.6;cerebellin 1 precursor ;12;1;0;1;0;0;hsa-miR-584-5p;0,0007;0,005;0,0359;-0,01;-0,03;"N/A
"
CNOT6;ENST00000393356.1;CCR4-NOT transcription complex, subunit 6 ;300;1;0;1;0;1;hsa-miR-584-5p;0,0016;0,0116;0,0804;-0,01;-0,03;"N/A
"
PCCB;ENST00000469217.1;propionyl CoA carboxylase, beta polypeptide ;379;1;0;0;1;1;hsa-miR-584-5p;0,0004;0,0029;0,0206;-0,01;-0,12;"N/A
"
GUCY1A2;ENST00000526355.2;guanylate cyclase 1, soluble, alpha 2 ;24;2;1;0;1;1;hsa-miR-584-5p;0,0031;0,0226;0,1479;-0,01;-0,06;"N/A
"
MRPL3;ENST00000264995.3;mitochondrial ribosomal protein L3 ;943;2;0;1;1;1;hsa-miR-584-5p;0,0002;0,0015;0,0105;-0,01;-0,25;"N/A
"
BHLHE41;ENST00000242728.4;basic helix-loop-helix family, member e41 ;50;1;0;1;0;0;hsa-miR-584-5p;0,0004;0,0027;0,0188;-0,01;-0,1;"N/A
"
ORC4;ENST00000392857.5;origin recognition complex, subunit 4 ;1180;1;0;0;1;2;hsa-miR-584-5p;0,0005;0,0039;0,0271;-0,01;-0,07;"N/A
"
TFDP2;ENST00000499676.2;transcription factor Dp-2 (E2F dimerization partner 2) ;128;1;0;1;0;1;hsa-miR-584-5p;0,001;0,0075;0,0507;-0,01;-0,12;"N/A
"
UHRF1BP1L;ENST00000279907.7;UHRF1 binding protein 1-like ;369;2;0;0;2;0;hsa-miR-584-5p;0,0036;0,0265;0,1775;-0,01;-0,02;"N/A
"
ZBTB40;ENST00000404138.1;zinc finger and BTB domain containing 40 ;124;1;0;1;0;0;hsa-miR-584-5p;0,0007;0,005;0,0354;-0,01;-0,06;"N/A
"
WDR35;ENST00000281405.4;WD repeat domain 35 ;30;1;0;0;1;0;hsa-miR-584-5p;0,0013;0,0096;0,0671;-0,01;-0,07;"N/A
"
ZNF354B;ENST00000322434.3;zinc finger protein 354B ;52;1;0;1;0;0;hsa-miR-584-5p;0,0012;0,0085;0,0609;-0,01;-0,07;"N/A
"
UBA2;ENST00000246548.4;ubiquitin-like modifier activating enzyme 2 ;122;1;0;0;1;0;hsa-miR-584-5p;0,0011;0,008;0,0577;-0,01;-0,04;"N/A
"
THSD4;ENST00000355327.3;thrombospondin, type I, domain containing 4 ;69;1;0;1;0;0;hsa-miR-584-5p;0,0016;0,0114;0,08;-0,01;-0,02;"N/A
"
TNPO3;ENST00000393245.1;transportin 3 ;30;1;0;1;0;0;hsa-miR-584-5p;0,001;0,0072;0,0508;-0,01;-0,02;"N/A
"
COA5;ENST00000328709.3;cytochrome c oxidase assembly factor 5 ;72;1;0;0;1;1;hsa-miR-584-5p;0,0005;0,0033;0,0225;-0,01;-0,29;"N/A
"
CISD1;ENST00000333926.5;CDGSH iron sulfur domain 1 ;367;1;1;0;0;1;hsa-miR-584-5p;0,0003;0,0022;0,0156;-0,01;-0,38;"N/A
"
SMIM12;ENST00000521580.2;small integral membrane protein 12 ;1091;1;1;0;0;0;hsa-miR-584-5p;0,0026;0,0188;0,1239;-0,01;-0,22;"N/A
"
SOD2;ENST00000538183.2;superoxide dismutase 2, mitochondrial ;993;1;1;0;0;0;hsa-miR-584-5p;0,0003;0,0019;0,0119;-0,01;-0,27;"N/A
"
ABLIM3;ENST00000326685.7;actin binding LIM protein family, member 3 ;9;1;0;1;0;1;hsa-miR-584-5p;0,0008;0,0059;0,0421;-0,01;-0,02;"N/A
"
RBM4B;ENST00000531036.2;RNA binding motif protein 4B ;199;1;0;1;0;0;hsa-miR-584-5p;0,0002;0,0012;0,0083;-0,01;-0,23;"N/A
"
PLEKHM3;ENST00000427836.2;pleckstrin homology domain containing, family M, member 3 ;11;1;0;1;0;1;hsa-miR-584-5p;0,0023;0,0171;0,1201;-0,01;-0,02;"N/A
"
IMPG2;ENST00000193391.7;interphotoreceptor matrix proteoglycan 2 ;5;1;0;0;1;0;hsa-miR-584-5p;0,0033;0,024;0,1674;-0,01;-0,01;"N/A
"
LNPEP;ENST00000231368.5;leucyl/cystinyl aminopeptidase ;28;2;1;0;1;3;hsa-miR-584-5p;0,0036;0,0264;0,1856;-0,01;-0,06;"N/A
"
SEC63;ENST00000369002.4;SEC63 homolog (S. cerevisiae) ;3181;2;1;1;0;0;hsa-miR-584-5p;0,0006;0,0041;0,0287;-0,01;-0,17;"N/A
"
NUP43;ENST00000367403.3;nucleoporin 43kDa ;113;1;1;0;0;0;hsa-miR-584-5p;0,0005;0,0035;0,0245;-0,01;-0,27;"N/A
"
CA5B;ENST00000454127.2;carbonic anhydrase VB, mitochondrial ;245;1;0;0;1;2;hsa-miR-584-5p;0,0005;0,0033;0,0221;-0,01;-0,13;"N/A
"
FRMD4A;ENST00000358621.4;FERM domain containing 4A ;192;1;0;1;0;0;hsa-miR-584-5p;0,0006;0,0041;0,0285;-0,01;-0,03;"N/A
"
AP3M2;ENST00000174653.3;adaptor-related protein complex 3, mu 2 subunit ;792;1;0;0;1;0;hsa-miR-584-5p;0,0012;0,0091;0,0645;-0,01;-0,06;"N/A
"
POLR3D;ENST00000397802.4;polymerase (RNA) III (DNA directed) polypeptide D, 44kDa ;678;1;0;1;0;1;hsa-miR-584-5p;0,001;0,0077;0,0554;-0,01;-0,02;"N/A
"
CBX5;ENST00000209875.4;chromobox homolog 5 ;360;1;0;1;0;0;hsa-miR-584-5p;0,0014;0,0104;0,0744;-0,01;-0,02;"N/A
"
FLRT2;ENST00000330753.4;fibronectin leucine rich transmembrane protein 2 ;73;1;0;1;0;0;hsa-miR-584-5p;0,0003;0,0023;0,0158;-0,01;-0,04;"N/A
"
ISPD;ENST00000407010.2;isoprenoid synthase domain containing ;12;1;0;1;0;1;hsa-miR-584-5p;0,0003;0,0022;0,0149;-0,01;-0,08;"N/A
"
SESTD1;ENST00000428443.3;SEC14 and spectrin domains 1 ;478;4;0;1;3;0;hsa-miR-584-5p;0,0007;0,005;0,0344;-0,01;-0,09;"N/A
"
PMPCA;ENST00000371717.3;peptidase (mitochondrial processing) alpha ;105;1;0;0;1;0;hsa-miR-584-5p;0,0006;0,004;0,0261;-0,01;-0,1;"N/A
"
FBXW2;ENST00000608872.1;F-box and WD repeat domain containing 2 ;227;1;0;0;1;2;hsa-miR-584-5p;0,0005;0,0039;0,0261;-0,01;-0,11;"N/A
"
PHLDB1;ENST00000361417.2;pleckstrin homology-like domain, family B, member 1 ;126;1;0;0;1;1;hsa-miR-584-5p;0,001;0,0074;0,0528;-0,01;-0,01;"N/A
"
UGT3A1;ENST00000274278.3;UDP glycosyltransferase 3 family, polypeptide A1 ;90;2;1;1;0;0;hsa-miR-584-5p;0,0004;0,0032;0,0224;-0,01;-0,2;"N/A
"
LRP12;ENST00000424843.2;low density lipoprotein receptor-related protein 12 ;378;1;0;1;0;1;hsa-miR-584-5p;0,001;0,0075;0,0525;-0,01;-0,21;"N/A
"
TTL;ENST00000233336.6;tubulin tyrosine ligase ;442;2;0;2;0;4;hsa-miR-584-5p;0,001;0,0075;0,0541;-0,01;-0,15;"N/A
"
NFAT5;ENST00000354436.2;nuclear factor of activated T-cells 5, tonicity-responsive ;128;1;0;1;0;2;hsa-miR-584-5p;0,0035;0,0254;0,1783;-0,01;-0,03;"N/A
"
VPS37A;ENST00000324849.4;vacuolar protein sorting 37 homolog A (S. cerevisiae) ;339;2;0;2;0;0;hsa-miR-584-5p;0,0013;0,0099;0,0708;-0,01;-0,26;"N/A
"
KLHL5;ENST00000261425.3;kelch-like family member 5 ;366;2;1;0;1;3;hsa-miR-584-5p;0,0007;0,0051;0,0328;-0,01;-0,26;"N/A
"
ORC1;ENST00000371568.3;origin recognition complex, subunit 1 ;1102;1;0;0;1;0;hsa-miR-584-5p;0,0011;0,0079;0,0556;-0,01;-0,14;"N/A
"
POLR3E;ENST00000299853.5;polymerase (RNA) III (DNA directed) polypeptide E (80kD) ;1450;1;0;1;0;0;hsa-miR-584-5p;0,0002;0,0012;0,0082;-0,01;-0,14;"N/A
"
CCDC109B;ENST00000394650.4;coiled-coil domain containing 109B ;370;1;1;0;0;0;hsa-miR-584-5p;0,0001;0,0008;0,0052;-0,01;-0,3;"N/A
"
TSPAN11;ENST00000261177.9;tetraspanin 11 ;27;1;0;0;1;1;hsa-miR-584-5p;0,0029;0,0216;0,1513;-0,01;-0,01;"N/A
"
RPL23;ENST00000479035.2;ribosomal protein L23 ;1154;1;0;0;1;0;hsa-miR-584-5p;0,001;0,0073;0,0521;-0,01;-0,01;"N/A
"
KIT;ENST00000288135.5;v-kit Hardy-Zuckerman 4 feline sarcoma viral oncogene homolog ;329;1;0;0;1;0;hsa-miR-584-5p;0,0022;0,0159;0,1139;-0,01;-0,01;"N/A
"
BICD2;ENST00000356884.6;bicaudal D homolog 2 (Drosophila) ;38;1;0;0;1;0;hsa-miR-584-5p;0,0015;0,0113;0,0777;-0,01;-0,01;"N/A
"
HS6ST2;ENST00000370836.2;heparan sulfate 6-O-sulfotransferase 2 ;4566;1;0;0;1;0;hsa-miR-584-5p;0,0011;0,0081;0,058;-0,01;-0,01;"N/A
"
LIN28B;ENST00000345080.4;lin-28 homolog B (C. elegans) ;118;1;0;0;1;0;hsa-miR-584-5p;0,0025;0,0187;0,1322;-0,01;-0,01;"N/A
"
SCN2A;ENST00000375437.2;sodium channel, voltage-gated, type II, alpha subunit ;7;1;0;0;1;0;hsa-miR-584-5p;0,0014;0,0104;0,0742;-0,01;-0,01;"N/A
"
INO80D;ENST00000403263.1;INO80 complex subunit D ;5;1;0;0;1;0;hsa-miR-584-5p;0,0026;0,0194;0,1371;-0,01;-0,01;"N/A
"
KCNJ10;ENST00000368089.3;potassium inwardly-rectifying channel, subfamily J, member 10 ;5;1;0;0;1;0;hsa-miR-584-5p;0,0012;0,0087;0,0628;-0,01;-0,01;"N/A
"
CHL1;ENST00000256509.2;cell adhesion molecule L1-like ;24;1;0;0;1;0;hsa-miR-584-5p;0,0012;0,0091;0,0641;-0,01;-0,01;"N/A
"
ASTN1;ENST00000361833.2;astrotactin 1 ;9;1;0;0;1;0;hsa-miR-584-5p;0,0023;0,0171;0,1196;-0,01;-0,01;"N/A
"
RSPH3;ENST00000367069.2;radial spoke 3 homolog (Chlamydomonas) ;59;1;0;0;1;0;hsa-miR-584-5p;0,0015;0,0108;0,0774;-0,01;-0,01;"N/A
"
AGO1;ENST00000373204.4;argonaute RISC catalytic component 1 ;402;1;0;0;1;2;hsa-miR-584-5p;0,0042;0,0306;0,2112;-0,01;-0,01;"N/A
"
EVC;ENST00000382674.2;Ellis van Creveld syndrome ;165;1;0;0;1;1;hsa-miR-584-5p;0,0022;0,0161;0,112;-0,01;-0,01;"N/A
"
USP9X;ENST00000324545.8;ubiquitin specific peptidase 9, X-linked ;2433;2;0;0;2;0;hsa-miR-584-5p;0,001;0,0073;0,0494;-0,01;-0,12;"N/A
"
CSMD2;ENST00000373381.4;CUB and Sushi multiple domains 2 ;5;1;0;0;1;1;hsa-miR-584-5p;0,0016;0,0118;0,0842;-0,01;-0,01;"N/A
"
TMEM154;ENST00000304385.3;transmembrane protein 154 ;5;1;0;0;1;1;hsa-miR-584-5p;0,0018;0,0134;0,0965;-0,01;-0,01;"N/A
"
ETV3;ENST00000368192.4;ets variant 3 ;37;1;0;0;1;0;hsa-miR-584-5p;0,0021;0,0153;0,1076;-0,01;-0,01;"N/A
"
