lineNo;assgNo;prevFixDur;firstfixDur;firstPassFixDur;nextFixDur;firstSaccLen;lastSaccLen;prevFixPos;landingPos;leavingPos;totalFixDur;meanFixDur;regressLen;regressDur;pupilDiamMax;pupilDiamLag;timePrtctg;titleNo;wordNo;target
4335;135;99;159;159;99;189.0298;197.6259;246.0894;55.084;53.3667;159;159;0;318;0.091;0.089;0.0098;3;1;1
4336;135;278;159;338;179;197.6259;299.6352;164.1371;168.0476;178.0253;198;99;458;1688;0.091;0.089;0.0122;1;1;1
4337;135;179;100;219;139;299.6352;236.5338;244.0082;62.2274;60.3925;179;179;0;577;0.091;0.089;0.0111;1;3;1
4338;135;119;139;139;199;236.5338;161.038;70.7107;170.3555;161.3722;239;239;0;617;0.065;0.089;0.0148;1;4;1
4339;135;139;199;199;80;161.038;752.7008;122.0533;54.8657;68.6331;298;298;318;795;0.0735;0.089;0.0184;1;7;1
4340;135;278;159;338;179;752.7008;90.7331;875.0366;126.9212;83.4341;318;159;458;1688;0.089;0.1455;0.0197;1;1;1
4358;136;179;179;358;179;569.5184;165.1764;631.1648;65.2993;183.301;358;179;17794;0;-0.1263;0.0047;0.0134;2;1;1
4371;136;258;139;418;199;538.1889;211.9104;615.2235;75.2396;176.5113;418;139.3333;0;437;-0.0378;0.0182;0.0156;5;1;1
4372;136;199;199;338;238;211.9104;133.5758;136.0037;84.0788;55.8055;338;169;0;199;-0.0378;0.0942;0.0126;5;3;1
4373;136;139;238;397;219;133.5758;134.1808;140.2284;16.6208;94.2828;397;198.5;0;160;-0.0378;0.0942;0.0149;5;5;1
4374;136;159;219;219;179;134.1808;88.1717;45.8912;100.5199;113.6101;219;219;0;219;-0.0493;0.0942;0.0082;5;6;1
4375;136;219;179;179;100;88.1717;77.0406;41.0488;54.5206;67.5296;179;179;0;0;0.0182;0.0942;0.0067;5;7;1
4376;136;179;100;100;80;77.0406;832.5878;8.6023;79.6273;74.8766;100;100;1731;338;0.0287;0.1597;0.0037;5;8;1
4380;136;159;159;159;199;387.3619;107.5744;463.6917;78.6384;99.1426;159;159;1491;676;0.0942;0.4492;0.006;7;1;1
4385;136;159;159;159;199;329.7764;121.878;372.5386;43.2897;44.139;318;159;1491;676;0.4907;0.4907;0.0119;7;1;1
4386;136;139;418;418;99;121.878;116.0172;60.0333;71.5891;78.6018;418;418;835;1153;0.4907;0.4907;0.0156;7;2;1
4387;136;418;99;218;159;116.0172;158.4653;63.8905;71.339;49.5631;218;109;1173;179;0.4907;0.3587;0.0082;7;3;1
4388;136;139;418;418;99;158.4653;89.5237;179.1368;24.5204;33.7231;159;159;835;1153;0.4907;0.3742;0.006;7;2;1
4389;136;159;159;159;199;89.5237;120.7653;111.3059;27.2259;37.1012;338;338;1491;676;0.4627;0.3742;0.0126;7;1;1
4390;136;139;418;418;99;120.7653;139;80.0812;59.4243;37.9111;497;497;835;1153;0.3587;0.4087;0.0186;7;2;1
4391;136;418;99;218;159;139;158.749;88.955;51.0416;44.9361;179;179;1173;179;0.3452;0.4592;0.0067;7;3;1
4392;136;179;139;537;258;158.749;534.8724;95.0789;68.0294;259.3781;537;179;0;0;0.3742;0.4992;0.0201;7;4;1
4393;136;239;258;1392;139;534.8724;55.599;609.275;81.6241;230.7054;1392;232;0;497;0.4992;0.4992;0.0521;8;1;1
4394;136;239;139;139;239;55.599;70.9102;71.7844;19.4743;22.6991;139;139;0;0;0.4992;0.5697;0.0052;8;2;1
4395;136;139;239;239;119;70.9102;138.153;49.2443;24.1868;26.5754;239;239;0;0;0.4992;0.5697;0.0089;8;3;1
4396;136;239;119;119;179;138.153;103.3562;88.6848;58.809;72.7496;119;119;815;636;0.5142;0.5697;0.0045;8;5;1
4397;136;119;179;179;278;103.3562;68.2495;98.2344;44.0454;32.5038;179;179;0;179;0.5272;0.5697;0.0067;8;4;1
4398;136;239;119;119;179;68.2495;59.7097;47.3814;41.3824;124.6405;636;212;815;636;0.5272;0.5697;0.0238;8;5;1
4399;136;199;278;278;239;59.7097;547.0448;45.2769;35;46.669;278;278;497;0;0.5697;0.5697;0.0104;8;6;1
4400;136;239;258;1392;139;547.0448;198.0511;625.6269;87.9318;232.0183;497;248.5;0;497;0.5697;0.5402;0.0186;8;1;1
4401;136;258;159;298;179;198.0511;106.4249;238.0462;47.1301;137.9311;298;149;0;0;0.5697;0.4552;0.0112;9;1;1
4402;136;139;179;179;179;106.4249;114.5535;55.3624;50.4207;61.8466;179;179;0;0;0.5092;0.4192;0.0067;9;2;1
4403;136;179;179;179;99;114.5535;68.4124;37.3363;79.6775;84.0669;179;179;0;0;0.5092;0.3822;0.0067;9;3;1
4404;136;179;99;99;199;68.4124;380.2374;24.0832;53.1601;57.6238;99;99;0;0;0.4552;0.3822;0.0037;9;4;1
4418;136;179;179;358;179;624.838;180.1;701.4556;89.4707;181.4084;437;218.5;17794;0;0.1977;0.2442;0.0164;2;1;1
4419;136;238;99;258;139;180.1;167.1743;74.3236;121.1487;51.2372;258;129;0;0;0.1762;0.2667;0.0097;2;2;1
4420;136;159;139;139;219;167.1743;125.004;108.9082;67.309;68.2001;139;139;0;0;0.1567;0.2667;0.0052;2;3;1
4421;136;139;219;219;139;125.004;462.5595;50.9313;93.4893;67.2031;219;219;0;0;0.1567;0.2667;0.0082;2;4;1
4430;136;159;219;219;179;97.3255;185.7969;191.7081;121.7631;131.577;199;199;0;219;0.0502;0.0487;0.0074;5;6;1
4431;136;179;100;100;80;185.7969;838.5335;80.1561;105.0762;88.0014;99;99;1731;338;0.0487;0.0487;0.0037;5;8;1
4432;136;258;139;418;199;838.5335;91.3085;928.0436;88.8608;199.0659;437;218.5;0;437;0.0487;0.0487;0.0164;5;1;1
4433;136;238;199;199;199;91.3085;95.4529;50.9215;48.0885;50.2842;199;199;0;199;0.0487;0.0442;0.0074;5;2;1
4434;136;199;199;338;238;95.4529;80.6877;20.8087;86.3148;85.92;199;199;0;199;0.0487;0.0997;0.0074;5;3;1
4435;136;199;179;179;80;80.6877;103.0012;41.0366;59.785;60.9016;179;179;0;179;0.0237;0.1177;0.0067;5;4;1
4436;136;139;238;397;219;103.0012;150.5075;31.8277;82.4576;88.2057;160;80;0;160;0.0157;0.1177;0.006;5;5;1
4437;136;159;219;219;179;150.5075;147.5025;51.8941;110.92;83.5135;219;219;0;219;0.0157;0.1177;0.0082;5;6;1
4438;136;179;100;100;80;147.5025;840.1341;124.4869;27.9016;88.2638;338;169;1731;338;0.0442;0.1177;0.0126;5;8;1
4452;137;278;199;199;259;77.4209;274;97.6524;34.6302;55.6529;199;199;0;696;0.1432;0.1617;0.0248;2;1;1
4453;137;199;259;259;258;274;257.0311;232.1745;53.956;66.0303;259;259;0;259;0.1432;0.1617;0.0323;2;3;1
4454;137;259;258;258;139;257.0311;82.0061;88.8651;177.0537;194.4287;258;258;4871;616;0.0802;0.1617;0.0322;2;4;1
4469;137;278;199;199;259;771.8654;756.6033;856.9726;90.7579;54.0093;497;248.5;0;696;0.1272;0.1602;0.062;2;1;1
4470;137;298;318;318;179;756.6033;151.7934;629.0389;135.1758;143.014;318;318;895;318;0.1272;0.1602;0.0397;2;5;1
4471;137;259;258;258;139;151.7934;173.6102;396.4089;254.0871;236.952;179;179;4871;616;0.1602;0.1602;0.0223;2;4;1
4474;138;0;139;139;239;0;219.9892;0;101.115;82.3772;139;139;0;0;0.0687;0.2712;0.0172;2;2;1
4475;138;139;239;239;258;219.9892;462.1558;258.3118;42.9913;38.461;239;239;0;0;0.1287;0.2712;0.0296;3;1;1
4476;138;239;258;258;258;462.1558;421.9328;414.4358;53.956;53.8516;258;258;0;0;0.1542;0.2712;0.032;3;4;1
4477;138;258;258;258;239;421.9328;72.8011;495.1767;79.6571;91.8069;258;258;0;0;0.1542;0.2712;0.032;2;1;1
4482;138;99;238;238;278;368.5919;316.0479;372.5507;13.6565;18.527;238;238;0;0;0.1202;0.4237;0.0295;5;4;1
4504;139;0;139;139;139;0;363.3098;0;112.5444;104.1597;139;139;3697;0;-0.0908;0.1662;0.0362;4;5;1
4505;139;139;139;139;159;363.3098;77.3596;407.3978;31.004;34.1248;139;139;3558;139;-0.0393;0.1882;0.0362;4;2;1
4506;139;139;159;159;199;77.3596;124.5361;102.0196;26.4764;35.6721;159;159;0;318;-0.0393;0.1882;0.0414;4;1;1
4523;140;278;318;318;238;741.5153;409.1314;875.8225;151.9581;149.7005;318;318;0;0;0.1942;0.1052;0.063;3;1;1
4524;140;318;238;238;139;409.1314;306.9287;337.926;72.8577;88.7764;238;238;0;0;0.1942;0.1052;0.0472;3;5;1
4526;140;139;179;338;179;230.9816;385.5081;299.8133;78.1425;27.0416;338;169;418;0;0.1052;0.1052;0.067;5;6;1
4527;140;159;179;179;239;385.5081;172.9169;469.0096;71.9253;66.5169;179;179;239;179;0.1052;0.1572;0.0355;5;2;1
4528;140;179;239;239;199;172.9169;89.4218;200.0225;31.7844;49.5404;239;239;0;478;0.1052;0.1572;0.0474;5;1;1
4543;141;0;119;119;179;0;72.5603;0;48.3141;49.1757;119;119;0;0;0.0457;0.2532;0.0605;4;1;1
4548;141;139;199;199;318;425.2064;80.2808;486.7628;69.857;65.9242;199;199;0;0;0.1637;0.2532;0.1012;6;1;1
4550;142;0;219;219;199;0;264.6531;0;77.5387;76.3692;219;219;338;0;-0.0293;0.1347;0.0157;4;4;1
4551;142;219;199;199;199;264.6531;454.437;318.611;61.5873;57.1074;199;199;0;338;-0.0293;0.1347;0.0143;4;1;1
4552;142;199;199;199;99;454.437;87.7568;231.8361;220.5;211.7859;199;199;139;0;-0.0453;0.1347;0.0143;5;3;1
4553;142;199;99;99;199;87.7568;521.8058;14.0357;69.7316;59.7013;99;99;0;0;-0.0453;0.1347;0.0071;5;4;1
4560;142;239;139;139;179;541.4596;205.5006;549.8509;13.0863;6.5192;139;139;358;0;0.1347;0.0167;0.01;1;3;1
4561;142;139;179;179;179;205.5006;149.6011;245.1;38.3275;52.8867;179;179;0;179;0.1347;0.0167;0.0129;1;1;1
4562;142;179;179;179;258;149.6011;249.3657;97.7394;65.4714;68.7314;179;179;0;179;0.0997;-0.0118;0.0129;1;2;1
4563;142;179;258;258;239;249.3657;224.5674;172.4181;75.0816;73.9003;258;258;0;0;0.0932;-0.0303;0.0185;1;4;1
4564;142;258;239;418;139;224.5674;630.914;217.0829;21.1009;204.0245;418;209;0;0;0.0167;-0.0403;0.03;1;7;1
4565;142;0;219;219;199;630.914;225.8462;665.4961;30.6023;23.5053;139;139;338;0;-0.0303;0.0422;0.01;4;4;1
4566;142;219;199;199;199;225.8462;374.0655;270.2665;39.0128;44.7465;139;139;0;338;-0.0403;0.0422;0.01;4;1;1
4567;142;139;179;179;139;374.0655;132.8053;319.0392;56.932;68.1487;179;179;0;0;-0.0403;0.0487;0.0129;4;5;1
4568;142;179;139;139;179;132.8053;161.3079;94;45.722;43.9118;139;139;0;0;-0.0758;0.0487;0.01;4;6;1
4569;142;139;179;179;119;161.3079;621.8637;89.1403;70.0179;65.6906;179;179;0;0;-0.1108;0.0487;0.0129;4;7;1
4570;142;179;119;218;99;621.8637;246.1549;725.7617;99.0316;40.5771;218;109;0;0;-0.0998;0.0552;0.0157;5;1;1
4571;142;199;199;199;99;246.1549;90.5884;228.1403;31.4682;20.2299;99;99;139;0;-0.0998;0.0552;0.0071;5;3;1
4572;142;99;139;139;259;90.5884;182.3417;115.1217;30.7002;39.1184;139;139;0;139;-0.0998;0.0552;0.01;5;2;1
4573;142;139;259;259;219;182.3417;218.7521;227.2708;61.792;64.8787;259;259;0;0;-0.0998;0.0552;0.0186;6;1;1
4574;142;259;219;219;179;218.7521;299.8754;146.1677;77.6611;93.6056;219;219;0;0;0.0422;0.0592;0.0157;6;3;1
4575;142;219;179;179;139;299.8754;561.0893;216.5202;92.5648;91.4945;179;179;0;0;0.0487;0.0592;0.0129;6;4;1
4602;142;179;298;298;139;290.4385;181.965;334.5161;52.0024;63.0496;298;298;0;0;0.3377;0.3402;0.0214;10;1;1
4603;142;298;139;238;159;181.965;235.0191;108.0417;71.2776;29.904;238;119;0;0;0.3362;0.3402;0.0171;10;2;1
4604;142;99;159;298;179;235.0191;199.7029;119.6035;119.2361;48.0521;298;149;0;0;0.3402;0.3362;0.0214;10;3;1
4605;142;139;179;179;795;199.7029;0;138.5208;67.2402;67.3146;179;179;0;0;0.3402;0.3402;0.0129;10;4;1
4614;143;99;199;199;179;469.3149;117.7763;507.7765;55.4617;50.4505;199;199;0;0;0.2667;0.2777;0.0231;8;1;1
4615;143;199;179;179;99;117.7763;239.1025;56.648;55.6103;67.1007;179;179;0;0;0.2777;0.2312;0.0208;8;2;1
4616;143;179;99;278;298;239.1025;325.6275;187.5233;46.9308;31.504;278;139;0;0;0.2777;0.2312;0.0323;8;5;1
4617;143;179;298;378;239;325.6275;507.5355;416.1947;88.4604;47.1699;378;189;0;0;0.2777;0.2312;0.0439;9;1;1
4618;143;80;239;239;199;507.5355;165.339;322.0388;188.7651;184.7119;239;239;0;0;0.2132;0.2312;0.0278;9;3;1
4619;143;239;199;199;139;165.339;128.1327;113.9517;52.0433;50.7568;199;199;0;0;0.2312;0.2312;0.0231;9;5;1
4620;143;199;139;139;219;128.1327;751.5585;72.1803;56.0022;59.854;139;139;0;0;0.2312;0.2312;0.0161;9;6;1
4621;143;139;219;219;179;751.5585;169.5007;838.6352;92.0014;71.0018;219;219;0;0;0.2312;0.2067;0.0254;10;1;1
4622;143;219;179;179;238;169.5007;238.5886;77.026;88.5056;80.5248;179;179;0;0;0.2312;0.1682;0.0208;10;3;1
4623;143;179;238;238;179;238.5886;115.3917;181.0028;57.6303;65.3644;238;238;0;0;0.2312;0.1682;0.0276;10;4;1
4624;143;238;179;179;179;115.3917;154.8233;55.9017;60.7968;63.9414;179;179;0;0;0.2067;0.1682;0.0208;10;5;1
4625;143;179;179;179;119;154.8233;75.738;112.4455;41.0761;29.1247;179;179;0;0;0.0807;0.1682;0.0208;10;8;1
4626;143;179;119;119;239;75.738;621.6257;38;33;63.0099;119;119;0;0;0.0807;0.1682;0.0138;10;9;1
4637;143;159;139;278;99;496.7809;108.5012;592.8389;103.0643;49.9124;278;139;0;556;-0.0098;0.0752;0.0323;4;1;1
4647;144;0;159;159;179;0;442.6073;0;115.2964;115.3267;159;159;0;0;-0.1613;-0.0683;0.0174;5;4;1
4656;144;139;179;179;179;105.8702;269.5297;95.5249;77.248;71.5681;179;179;0;358;-0.0238;-0.0238;0.0196;2;1;1
4657;144;179;179;179;159;269.5297;220.096;193.5071;75.1083;69.7209;179;179;0;358;-0.0238;-0.0238;0.0196;2;4;1
4658;144;179;159;338;179;220.096;172.0589;86.8332;137.99;56.2694;338;169;0;676;-0.0238;-0.1093;0.037;2;5;1
4659;144;179;179;358;139;172.0589;643.5441;100.08;65.1959;152.6434;358;179;0;716;-0.0238;-0.1043;0.0391;2;6;1
4660;144;179;139;338;219;643.5441;210.0214;782.9336;140.9113;37.7127;338;169;0;0;-0.1093;-0.0168;0.037;5;1;1
4661;144;199;219;219;259;210.0214;216.0208;107.0047;105.5047;85.0529;219;219;0;0;-0.1608;0.0647;0.0239;5;2;1
4662;144;219;259;259;199;216.0208;109.6734;127.0157;92.1954;101.5443;259;259;0;0;-0.1608;0.0862;0.0283;5;3;1
4663;144;0;159;159;179;109.6734;471.2674;75.06;45.8803;45.511;199;199;0;0;-0.1043;0.0862;0.0218;5;4;1
4711;145;139;219;219;238;76.2529;252.5045;103.6002;116.2422;106.8562;219;219;238;438;0.2152;0.2152;0.0264;2;2;1
4712;145;219;238;238;139;252.5045;281.8639;320.0141;66.2212;59.6029;238;238;0;714;0.2152;0.1872;0.0287;2;1;1
4717;145;139;298;298;298;704.5002;204.5807;711.3621;19.4165;37.5366;298;298;298;0;0.0567;-0.0803;0.036;9;3;1
4718;145;298;298;298;159;204.5807;563.838;218.5154;20.7183;21.272;298;298;0;298;0.0567;-0.1808;0.036;9;1;1
4719;145;298;159;159;99;563.838;122.5439;472.2171;91.1002;78.4761;159;159;0;0;-0.0803;0.0362;0.0192;10;5;1
4720;145;159;99;99;99;122.5439;176.6529;132.0038;11.4237;30.0416;99;99;0;0;-0.2838;0.0362;0.0119;9;6;1
4721;145;99;99;99;179;176.6529;502.4923;127.6636;41.5482;34.8604;99;99;0;0;-0.2838;0.0362;0.0119;9;7;1
4728;146;219;259;478;437;130.3467;84.4423;158.8616;50.6187;70.7107;478;239;0;478;0.1366;0.0901;0.0545;4;1;1
4729;146;219;437;437;159;84.4423;203.8553;72.1249;88.6707;78.7353;437;437;0;437;0.1366;-0.0134;0.0498;3;1;1
4744;146;179;179;179;139;335.226;75.0816;506.3882;180.5997;179.3377;179;179;0;179;0.2226;0.3426;0.0204;3;4;1
4745;146;179;139;139;219;75.0816;182.5062;9.2195;71.395;66.3363;139;139;0;139;0.2226;0.3426;0.0159;3;5;1
4746;146;139;219;378;159;182.5062;584.8216;187.2672;10.8167;116.0689;378;189;0;378;0.2226;0.3426;0.0431;3;8;1
4747;146;159;159;159;258;584.8216;296.1271;609.6589;28.8487;45.401;159;159;794;0;0.2386;0.3426;0.0181;8;4;1
4748;146;159;258;258;199;296.1271;87.7852;371.2142;74.6726;60.1041;258;258;0;258;0.2386;0.4036;0.0294;8;1;1
4749;146;258;199;298;99;87.7852;254.6419;104.0048;36.4726;248.0181;298;149;0;298;0.3426;0.4036;0.034;7;1;1
4750;146;99;99;238;159;254.6419;376.7658;210;44.8386;56.2005;238;119;0;238;0.3426;0.4036;0.0271;7;4;1
4760;147;298;119;119;179;93.1034;131.6435;96.1665;127.5627;111.904;119;119;675;119;0.5071;0.4981;0.027;4;1;1
4764;147;298;119;119;179;195.3164;172.0356;246.0772;51.4198;58.8239;119;119;675;119;0.4831;0.4981;0.027;4;1;1
4765;147;119;199;199;338;172.0356;118.5591;152.1085;63.8161;63.2317;199;199;0;0;0.4881;0.4981;0.0451;6;1;1
4766;147;199;338;338;278;118.5591;106.0189;78.1089;46.0435;53.106;338;338;0;0;0.4881;0.4981;0.0766;6;2;1
4767;147;338;278;278;238;106.0189;253.1585;23.2594;82.7179;90.3549;278;278;0;0;0.4981;0.4981;0.063;6;3;1
4771;147;119;199;199;139;186.5905;109.638;225.4107;71.2899;73.8394;199;199;0;0;0.4861;0.4201;0.0451;8;1;1
4772;147;199;139;139;99;109.638;161.9359;75.3923;44.3199;61.8324;139;139;0;0;0.3671;0.4201;0.0315;8;2;1
4773;147;139;99;179;139;161.9359;116.5204;202.7042;51.6188;47.5395;179;89.5;0;0;0.3581;0.4201;0.0406;9;1;1
4774;147;80;139;139;139;116.5204;168.0186;42.5441;79.3095;74.6358;139;139;0;0;0.3581;0.4201;0.0315;9;2;1
4775;147;139;139;139;179;168.0186;257.2105;123.1016;41.5482;24.1868;139;139;0;0;0.3581;0.4201;0.0315;9;4;1
4783;148;398;100;100;199;144.5545;283.4277;169.3665;21.5232;37.8319;100;100;0;0;-0.0104;0.2221;0.0057;5;1;1
4786;148;278;238;238;139;70.5868;227.0518;127.063;68.884;77.1654;238;238;1272;637;0.1241;0.2221;0.0136;1;3;1
4790;148;179;298;298;139;260.44;183.5007;374.7226;122.2957;106.5751;298;298;0;238;0.2111;0.3586;0.017;1;7;1
4791;148;298;139;139;199;183.5007;803.5006;134.2386;42.2404;44.0256;139;139;2604;139;0.3586;0.3586;0.0079;1;9;1
4792;148;139;199;557;457;803.5006;64.2748;942.0642;143.5009;60.879;557;185.6667;8291;995;0.3586;0.3586;0.0318;1;1;1
4804;148;258;139;139;179;86.2047;196.7905;230.3389;187.6706;184.2715;139;139;0;0;0.1951;0.3161;0.0079;5;3;1
4805;148;139;179;179;99;196.7905;114.5622;159.0283;38.5811;31.5317;179;179;0;0;0.2196;0.3161;0.0102;5;5;1
4810;148;398;100;100;199;82.5136;187.3019;92.6499;22.1416;24.6221;179;179;0;0;0.3161;0.2051;0.0102;5;1;1
4811;148;179;139;139;159;187.3019;80.878;189.6207;19.4743;43.0726;139;139;338;179;0.3161;0.2051;0.0079;7;2;1
4812;148;139;159;159;179;80.878;130.0615;123.9758;48.5026;49.366;159;159;0;159;0.2826;0.2051;0.0091;7;1;1
4813;148;179;139;139;159;130.0615;266.77;65.0308;69.029;77.854;179;179;338;179;0.2546;0.2586;0.0102;7;2;1
4814;148;179;80;80;139;266.77;342.2663;214.2825;52.469;60.1519;80;80;0;0;0.1621;0.2586;0.0046;7;3;1
4815;148;80;139;139;258;342.2663;723.3072;241.2074;105.8017;111.5404;139;139;0;0;0.1436;0.2776;0.0079;7;6;1
4816;148;139;258;258;139;723.3072;290.1556;803.1967;85.8429;88.5226;258;258;0;0;0.1436;0.2776;0.0147;8;1;1
4817;148;258;139;139;139;290.1556;159.0574;237;62.9484;77.6804;139;139;0;0;0.1201;0.2776;0.0079;8;4;1
4818;148;139;139;139;80;159.0574;122.8993;34.2345;127.548;136.0753;139;139;0;0;0.1426;0.2776;0.0079;8;5;1
4819;148;139;80;80;159;122.8993;590.4744;7.2111;111.9565;111.6076;80;80;0;0;0.2051;0.2776;0.0046;8;6;1
4820;148;80;159;159;119;590.4744;173.5065;673.0899;79.6947;74.4866;159;159;0;0;0.2051;0.2776;0.0091;9;1;1
4821;148;159;119;119;100;173.5065;196.8076;45.5412;133.874;136.4441;119;119;0;199;0.2051;0.2776;0.0068;9;2;1
4822;148;119;100;200;219;196.8076;148.5842;160.0031;36.5;37.2324;200;100;0;199;0.2506;0.2776;0.0114;9;4;1
4823;148;100;219;219;179;148.5842;177.7034;93.3435;56.6789;48.13;219;219;0;0;0.2586;0.2776;0.0125;9;5;1
4824;148;219;179;437;139;177.7034;694.1623;98.4937;85.1469;161.0497;437;218.5;0;0;0.2776;0.2776;0.0249;9;6;1
4827;148;159;119;119;100;158.5386;164.5615;107.0747;77.5403;72.624;199;199;0;199;0.2601;0.1606;0.0113;9;2;1
4828;148;199;139;139;199;164.5615;136.2736;84.4808;75.804;70.799;139;139;0;139;0.1606;0.1621;0.0079;9;3;1
4829;148;119;100;200;219;136.2736;102.6158;62.3618;76.3217;80.3648;199;199;0;199;0.1606;0.1621;0.0113;9;4;1
4834;148;179;139;139;259;794.308;136.5586;803.8769;22.1923;16.225;139;139;0;0;0.1386;0.1916;0.0079;1;6;1
4835;148;179;298;298;139;136.5586;116.0873;27.6586;108.1157;105.006;259;259;0;238;0.1621;0.1916;0.0148;1;7;1
4836;148;259;179;179;99;116.0873;124.4639;36.3456;82.6075;83.4341;179;179;0;139;0.1621;0.1916;0.0102;1;8;1
4837;148;298;139;139;199;124.4639;657.3197;25.7099;96.2938;74.5017;179;89.5;2604;139;0.1621;0.1916;0.0102;1;9;1
4838;148;278;238;238;139;657.3197;103.7039;730.0062;79.33;90.4682;199;199;1272;637;0.1621;0.1916;0.0113;1;3;1
4839;148;199;258;258;318;103.7039;100.5796;56.356;68.0074;69.5449;258;258;0;536;0.1661;0.1916;0.0147;1;4;1
4840;148;258;318;318;219;100.5796;482.2287;23.5372;75.015;74.3303;318;318;756;318;0.1916;0.1916;0.0181;1;5;1
4841;148;139;199;557;457;482.2287;132.0606;540.0009;59.7704;56.5796;219;219;8291;995;0.1916;0.1161;0.0125;1;1;1
4842;148;219;179;179;219;132.0606;103.0594;82.0244;45.511;65.025;179;179;0;358;0.1916;0.1581;0.0102;1;2;1
4843;148;278;238;238;139;103.0594;99.5301;46.0977;63.8318;62.532;219;219;1272;637;0.1916;0.2141;0.0125;1;3;1
4844;148;199;258;258;318;99.5301;307.0916;63;39.3573;40.5123;139;139;0;536;0.1026;0.2141;0.0079;1;4;1
4845;148;179;298;298;139;307.0916;126.6689;249;62.0846;58.6046;238;119;0;238;0.1076;0.2141;0.0136;1;7;1
4846;148;259;179;179;99;126.6689;122.0092;79.2465;47.4605;46.5108;139;139;0;139;0.1161;0.2141;0.0079;1;8;1
4847;148;298;139;139;199;122.0092;882.9454;62.0081;58.5534;59.4643;139;139;2604;139;0.1161;0.2141;0.0079;1;9;1
4861;149;0;80;80;238;0;148.5135;0;66.8973;63.5472;80;80;4712;0;-0.1169;-0.0969;0.0091;5;2;1
4862;149;80;238;238;239;148.5135;180.6557;183.9674;45.9837;43.1567;238;238;0;238;-0.1169;-0.0969;0.027;5;1;1
4864;149;219;239;239;139;96.5117;169.5118;65.0077;27.0416;19.7294;239;239;2405;875;-0.0969;-0.0334;0.0271;1;2;1
4874;149;219;239;239;139;357.1589;103.6738;370.2283;28.2312;24.0052;318;318;2405;875;0.1916;0.2786;0.0361;1;2;1
4875;149;318;239;239;219;103.6738;175.1471;31.3209;73.7055;66.6521;239;239;0;478;0.1916;0.2786;0.0271;1;3;1
4876;149;239;219;418;238;175.1471;126.5158;248.9177;74.2159;146.1651;418;209;0;418;0.2786;0.2786;0.0475;3;1;1
4886;149;119;159;298;119;662.9874;157.035;797.0508;125.3924;53.5023;298;149;0;0;0.2306;0.2986;0.0338;10;1;1
4887;149;139;119;119;278;157.035;162.0903;149.0034;18.6682;34.9857;119;119;0;0;0.2676;0.2986;0.0135;10;2;1
4888;149;119;278;278;119;162.0903;365.1756;94.3716;72.0156;81.0386;278;278;0;0;0.2986;0.2986;0.0316;10;3;1
4901;150;179;179;179;239;124.6044;121.501;156.4609;44.5337;36.9121;179;179;0;0;0.0106;0.1386;0.0161;4;1;1
4905;150;199;159;159;239;45.853;252.1081;65.0077;39.9249;22.3886;159;159;358;0;0.0981;0.1386;0.0143;1;2;1
4906;150;159;239;358;199;252.1081;177.1588;311.5798;72.2305;187.9129;358;179;1311;358;0.1186;0.1386;0.0322;1;1;1
4911;150;179;179;179;239;123.3086;822.6896;110.1681;107.5941;44.1418;278;139;0;0;0.0856;0.0996;0.025;4;1;1
4912;150;159;179;179;159;822.6896;579.4588;739.4714;79.267;85.5862;179;179;2346;0;0.0851;0.0996;0.0161;1;6;1
4920;150;100;338;338;219;68.469;218.8293;128.7245;84.257;83.7929;338;338;0;0;0.2116;0.2116;0.0304;1;3;1
4921;150;338;219;219;179;218.8293;129.1395;138.4377;84.1487;61.0266;219;219;0;0;0.2116;0.1196;0.0197;1;5;1
4922;150;159;179;179;159;129.1395;90.8102;50.1597;73.8394;81.7206;179;179;2346;0;0.2116;0.1196;0.0161;1;6;1
4923;150;179;259;259;139;90.8102;770.3765;62.1289;35.0321;49.023;259;259;0;0;0.2116;0.1196;0.0233;1;7;1
4943;150;298;119;278;219;104.3887;293.3108;97.5295;38.0132;46.5242;278;139;0;0;0.4966;0.4681;0.025;8;1;1
4944;150;159;219;219;278;293.3108;199.2185;241.2074;56.1805;43.5029;219;219;0;0;0.4526;0.4681;0.0197;8;3;1
4945;150;219;278;278;159;199.2185;213.4391;134.5362;60.6671;71.0282;278;278;0;0;0.4526;0.4681;0.025;8;4;1
4946;150;278;159;159;139;213.4391;612.7424;159.154;57.8468;60.803;159;159;0;0;0.3921;0.4681;0.0143;8;6;1
4947;150;159;139;298;179;612.7424;187.4166;740.5998;128.8148;40.5247;298;149;0;0;0.3921;0.4681;0.0268;9;1;1
4948;150;159;179;179;179;187.4166;266.62;196.0408;17.9234;5.8523;179;179;0;0;0.4291;0.4291;0.0161;9;3;1
4949;150;179;179;179;179;266.62;0;241.0747;26.6177;7.433;179;179;0;0;0.4681;0.4681;0.0161;9;5;1
4950;150;298;119;278;219;440.3479;0;489.7193;77.4661;67.1361;179;179;0;0;0.4681;0.4681;0.0161;8;1;1
4958;151;219;239;239;219;146.4189;121.1033;189.5284;43.0465;50.0225;239;239;0;0;0.1946;0.2591;0.0346;5;1;1
4959;151;239;219;219;219;121.1033;62.5879;103.3102;67.1361;65.5687;219;219;0;0;0.2116;0.2591;0.0317;6;1;1
